date,P_Kweek_47_Kday_49_ETE_70_ORD_69_EXT_83_E2Ekor_83_EXTkor_70_DIFF_23
Sat Feb 14 05:00:00 UTC 2026,-2.970475632264179E-4
Sat Feb 14 06:00:00 UTC 2026,-2.970475632264179E-4
Sat Feb 14 07:00:00 UTC 2026,-2.970475632264179E-4
Sat Feb 14 08:00:00 UTC 2026,-2.970475632264179E-4
Sat Feb 14 09:00:00 UTC 2026,-2.970475632264179E-4
Sat Feb 14 10:00:00 UTC 2026,-2.970475632264179E-4
Sat Feb 14 11:00:00 UTC 2026,-2.970475632264179E-4
Sat Feb 14 12:00:00 UTC 2026,-2.970475632264179E-4
Sat Feb 14 13:00:00 UTC 2026,-2.970475632264179E-4
Sat Feb 14 14:00:00 UTC 2026,-2.970475632264179E-4
Sat Feb 14 15:00:00 UTC 2026,-2.970475632264179E-4
Sat Feb 14 16:00:00 UTC 2026,-2.970475632264179E-4
Sat Feb 14 17:00:00 UTC 2026,-2.970475632264179E-4
Sat Feb 14 18:00:00 UTC 2026,-2.970475632264179E-4
Sat Feb 14 19:00:00 UTC 2026,-2.970475632264179E-4
Sat Feb 14 20:00:00 UTC 2026,-2.970475632264179E-4
Sat Feb 14 21:00:00 UTC 2026,-2.970475632264179E-4
Sat Feb 14 22:00:00 UTC 2026,-2.970475632264179E-4
Sat Feb 14 23:00:00 UTC 2026,-2.970475632264179E-4
Sun Feb 15 00:00:00 UTC 2026,-2.970475632264179E-4
Sun Feb 15 01:00:00 UTC 2026,-2.970475632264179E-4
Sun Feb 15 02:00:00 UTC 2026,-2.970475632264179E-4
Sun Feb 15 03:00:00 UTC 2026,-2.970475632264179E-4
Sun Feb 15 04:00:00 UTC 2026,-2.970475632264179E-4
Sun Feb 15 05:00:00 UTC 2026,-2.970475632264179E-4
Sun Feb 15 06:00:00 UTC 2026,-2.970475632264179E-4
Sun Feb 15 07:00:00 UTC 2026,-2.970475632264179E-4
Sun Feb 15 08:00:00 UTC 2026,-2.970475632264179E-4
Sun Feb 15 09:00:00 UTC 2026,-2.970475632264179E-4
Sun Feb 15 10:00:00 UTC 2026,-2.970475632264179E-4
Sun Feb 15 11:00:00 UTC 2026,-2.970475632264179E-4
Sun Feb 15 12:00:00 UTC 2026,-2.970475632264179E-4
Sun Feb 15 13:00:00 UTC 2026,-2.970475632264179E-4
Sun Feb 15 14:00:00 UTC 2026,-2.970475632264179E-4
Sun Feb 15 15:00:00 UTC 2026,-2.970475632264179E-4
Sun Feb 15 16:00:00 UTC 2026,-2.970475632264179E-4
Sun Feb 15 17:00:00 UTC 2026,-2.970475632264179E-4
Sun Feb 15 18:00:00 UTC 2026,-2.970475632264179E-4
Sun Feb 15 19:00:00 UTC 2026,-2.970475632264179E-4
Sun Feb 15 20:00:00 UTC 2026,-2.970475632264179E-4
Sun Feb 15 21:00:00 UTC 2026,-2.9762620342195837E-4
Sun Feb 15 22:00:00 UTC 2026,-2.9708684591210654E-4
Sun Feb 15 23:00:00 UTC 2026,-2.967027485409288E-4
Mon Feb 16 00:00:00 UTC 2026,-2.963529455778919E-4
Mon Feb 16 01:00:00 UTC 2026,-2.962725096024343E-4
Mon Feb 16 02:00:00 UTC 2026,-2.963117922881229E-4
Mon Feb 16 03:00:00 UTC 2026,-2.9621452087594155E-4
Mon Feb 16 04:00:00 UTC 2026,-2.962656507208061E-4
Mon Feb 16 05:00:00 UTC 2026,-2.9637165161869604E-4
Mon Feb 16 06:00:00 UTC 2026,-2.965599590961241E-4
Mon Feb 16 07:00:00 UTC 2026,-2.9675013717763256E-4
Mon Feb 16 08:00:00 UTC 2026,-2.965767945328478E-4
Mon Feb 16 09:00:00 UTC 2026,-2.9658677108794333E-4
Mon Feb 16 10:00:00 UTC 2026,-2.9674140769192395E-4
Mon Feb 16 11:00:00 UTC 2026,-2.9662667730832545E-4
Mon Feb 16 12:00:00 UTC 2026,-2.9668528956951163E-4
Mon Feb 16 13:00:00 UTC 2026,-2.966135830797626E-4
Mon Feb 16 14:00:00 UTC 2026,-2.968205965979947E-4
Mon Feb 16 15:00:00 UTC 2026,-2.9650197036963134E-4
Mon Feb 16 16:00:00 UTC 2026,-2.965618297002045E-4
Mon Feb 16 17:00:00 UTC 2026,-2.9659861824711927E-4
Mon Feb 16 18:00:00 UTC 2026,-2.9650259390432484E-4
Mon Feb 16 19:00:00 UTC 2026,-2.9636666334114834E-4
Mon Feb 16 20:00:00 UTC 2026,-2.968424203122661E-4
Mon Feb 16 21:00:00 UTC 2026,-2.9750274355265125E-4
Mon Feb 16 22:00:00 UTC 2026,-2.9687920885918093E-4
Mon Feb 16 23:00:00 UTC 2026,-2.9673766648376313E-4
Tue Feb 17 00:00:00 UTC 2026,-2.966640893899337E-4
Tue Feb 17 01:00:00 UTC 2026,-2.968424203122661E-4
Tue Feb 17 02:00:00 UTC 2026,-2.96477652516586E-4
Tue Feb 17 03:00:00 UTC 2026,-2.963984636105153E-4
Tue Feb 17 04:00:00 UTC 2026,-2.964402404349778E-4
Tue Feb 17 05:00:00 UTC 2026,-2.964421110390582E-4
Tue Feb 17 06:00:00 UTC 2026,-2.963747692921634E-4
Tue Feb 17 07:00:00 UTC 2026,-2.9685738514490943E-4
Tue Feb 17 08:00:00 UTC 2026,-2.9672207811642644E-4
Tue Feb 17 09:00:00 UTC 2026,-2.9625629770040405E-4
Tue Feb 17 10:00:00 UTC 2026,-2.9649012321045546E-4
Tue Feb 17 11:00:00 UTC 2026,-2.962475682146954E-4
Tue Feb 17 12:00:00 UTC 2026,-2.966316655858732E-4
Tue Feb 17 13:00:00 UTC 2026,-2.9638661645133935E-4
Tue Feb 17 14:00:00 UTC 2026,-2.9601686037811144E-4
Tue Feb 17 15:00:00 UTC 2026,-2.9657367685938046E-4
Tue Feb 17 16:00:00 UTC 2026,-2.968193495286078E-4
Tue Feb 17 17:00:00 UTC 2026,-2.967538783857934E-4
Tue Feb 17 18:00:00 UTC 2026,-2.964944879533097E-4
Tue Feb 17 19:00:00 UTC 2026,-2.9649199381453584E-4
Tue Feb 17 20:00:00 UTC 2026,-2.965718062553E-4
Tue Feb 17 21:00:00 UTC 2026,-2.9673766648376313E-4
Tue Feb 17 22:00:00 UTC 2026,-2.965580884920437E-4
Tue Feb 17 23:00:00 UTC 2026,-2.9636229859829403E-4
Wed Feb 18 00:00:00 UTC 2026,-2.9635107497381154E-4
Wed Feb 18 01:00:00 UTC 2026,-2.962693919289669E-4
Wed Feb 18 02:00:00 UTC 2026,-2.965393824512396E-4
Wed Feb 18 03:00:00 UTC 2026,-2.963205217738315E-4
Wed Feb 18 04:00:00 UTC 2026,-2.9596822467202076E-4
Wed Feb 18 05:00:00 UTC 2026,-2.957655758966429E-4
Wed Feb 18 06:00:00 UTC 2026,-2.958347882476181E-4
Wed Feb 18 07:00:00 UTC 2026,-2.95920836035317E-4
Wed Feb 18 08:00:00 UTC 2026,-2.963492043697311E-4
Wed Feb 18 09:00:00 UTC 2026,-2.961415673168055E-4
Wed Feb 18 10:00:00 UTC 2026,-2.9627313313712773E-4
Wed Feb 18 11:00:00 UTC 2026,-2.9633049832892704E-4
Wed Feb 18 12:00:00 UTC 2026,-2.9611600239437324E-4
Wed Feb 18 13:00:00 UTC 2026,-2.9638661645133935E-4
Wed Feb 18 14:00:00 UTC 2026,-2.9639035765950016E-4
Wed Feb 18 15:00:00 UTC 2026,-2.9643649922681697E-4
Wed Feb 18 16:00:00 UTC 2026,-2.962008031126852E-4
Wed Feb 18 17:00:00 UTC 2026,-2.9639721654112835E-4
Wed Feb 18 18:00:00 UTC 2026,-2.964202873247868E-4
Wed Feb 18 19:00:00 UTC 2026,-2.964128049084651E-4
Wed Feb 18 20:00:00 UTC 2026,-2.9685114979797475E-4
Wed Feb 18 21:00:00 UTC 2026,-2.971841173242879E-4
Wed Feb 18 22:00:00 UTC 2026,-2.970749987529306E-4
Wed Feb 18 23:00:00 UTC 2026,-2.9637414575746997E-4
Thu Feb 19 00:00:00 UTC 2026,-2.9688357360203524E-4
Thu Feb 19 01:00:00 UTC 2026,-2.968106200428992E-4
Thu Feb 19 02:00:00 UTC 2026,-2.968586322142964E-4
Thu Feb 19 03:00:00 UTC 2026,-2.966547363695316E-4
Thu Feb 19 04:00:00 UTC 2026,-2.970506808998853E-4
Thu Feb 19 05:00:00 UTC 2026,-2.9709744600189554E-4
Thu Feb 19 06:00:00 UTC 2026,-2.9708435177333266E-4
Thu Feb 19 07:00:00 UTC 2026,-2.969328328428194E-4
Thu Feb 19 08:00:00 UTC 2026,-2.9677819623883875E-4
Thu Feb 19 09:00:00 UTC 2026,-2.9654187659001346E-4
Thu Feb 19 10:00:00 UTC 2026,-2.9663291265526014E-4
Thu Feb 19 11:00:00 UTC 2026,-2.964951114880032E-4
Thu Feb 19 12:00:00 UTC 2026,-2.964832643288272E-4
Thu Feb 19 13:00:00 UTC 2026,-2.965387589165461E-4
Thu Feb 19 14:00:00 UTC 2026,-2.9628622736569066E-4
Thu Feb 19 15:00:00 UTC 2026,-2.964383698308974E-4
Thu Feb 19 16:00:00 UTC 2026,-2.9693532698159324E-4
Thu Feb 19 17:00:00 UTC 2026,-2.9692036214895E-4
Thu Feb 19 18:00:00 UTC 2026,-2.9696463311218636E-4
Thu Feb 19 19:00:00 UTC 2026,-2.9675574898987376E-4
Thu Feb 19 20:00:00 UTC 2026,-2.9709682246720204E-4
Thu Feb 19 21:00:00 UTC 2026,-2.974279193894348E-4
Thu Feb 19 22:00:00 UTC 2026,-2.971997056916247E-4
Thu Feb 19 23:00:00 UTC 2026,-2.9691475033670874E-4
Fri Feb 20 00:00:00 UTC 2026,-2.968293260837033E-4
Fri Feb 20 01:00:00 UTC 2026,-2.9679627874494937E-4
Fri Feb 20 02:00:00 UTC 2026,-2.9708061056517185E-4
Fri Feb 20 03:00:00 UTC 2026,-2.967445253653913E-4
Fri Feb 20 04:00:00 UTC 2026,-2.9678630218985387E-4
Fri Feb 20 05:00:00 UTC 2026,-2.967900433980147E-4
Fri Feb 20 06:00:00 UTC 2026,-2.9688295006734174E-4
Fri Feb 20 07:00:00 UTC 2026,-2.9665411283483814E-4
Fri Feb 20 08:00:00 UTC 2026,-2.966821718960443E-4
Fri Feb 20 09:00:00 UTC 2026,-2.967033720756223E-4
Fri Feb 20 10:00:00 UTC 2026,-2.9659861824711927E-4
Fri Feb 20 11:00:00 UTC 2026,-2.965493590063351E-4
Fri Feb 20 12:00:00 UTC 2026,-2.9650571157779215E-4
Fri Feb 20 13:00:00 UTC 2026,-2.9635481618197235E-4
Fri Feb 20 14:00:00 UTC 2026,-2.9652067641043546E-4
Fri Feb 20 15:00:00 UTC 2026,-2.9649261734922933E-4
Fri Feb 20 16:00:00 UTC 2026,-2.96624806704245E-4
Fri Feb 20 17:00:00 UTC 2026,-2.967283134633611E-4
Fri Feb 20 18:00:00 UTC 2026,-2.9686174988776374E-4
Fri Feb 20 19:00:00 UTC 2026,-2.9707001047538285E-4
Fri Feb 20 20:00:00 UTC 2026,-2.97172270165112E-4
Fri Feb 20 21:00:00 UTC 2026,-2.97172270165112E-4
Fri Feb 20 22:00:00 UTC 2026,-2.97172270165112E-4
Fri Feb 20 23:00:00 UTC 2026,-2.97172270165112E-4
Sat Feb 21 00:00:00 UTC 2026,-2.97172270165112E-4
Sat Feb 21 01:00:00 UTC 2026,-2.97172270165112E-4
Sat Feb 21 02:00:00 UTC 2026,-2.97172270165112E-4
Sat Feb 21 03:00:00 UTC 2026,-2.97172270165112E-4
Sat Feb 21 04:00:00 UTC 2026,-2.97172270165112E-4
Sat Feb 21 05:00:00 UTC 2026,-2.97172270165112E-4
Sat Feb 21 06:00:00 UTC 2026,-2.97172270165112E-4
Sat Feb 21 07:00:00 UTC 2026,-2.97172270165112E-4
Sat Feb 21 08:00:00 UTC 2026,-2.97172270165112E-4
Sat Feb 21 09:00:00 UTC 2026,-2.97172270165112E-4
Sat Feb 21 10:00:00 UTC 2026,-2.97172270165112E-4
Sat Feb 21 11:00:00 UTC 2026,-2.97172270165112E-4
Sat Feb 21 12:00:00 UTC 2026,-2.97172270165112E-4
Sat Feb 21 13:00:00 UTC 2026,-2.97172270165112E-4
Sat Feb 21 14:00:00 UTC 2026,-2.97172270165112E-4
Sat Feb 21 15:00:00 UTC 2026,-2.97172270165112E-4
Sat Feb 21 16:00:00 UTC 2026,-2.97172270165112E-4
Sat Feb 21 17:00:00 UTC 2026,-2.97172270165112E-4
Sat Feb 21 18:00:00 UTC 2026,-2.97172270165112E-4
Sat Feb 21 19:00:00 UTC 2026,-2.97172270165112E-4
Sat Feb 21 20:00:00 UTC 2026,-2.97172270165112E-4
Sat Feb 21 21:00:00 UTC 2026,-2.97172270165112E-4
Sat Feb 21 22:00:00 UTC 2026,-2.97172270165112E-4
Sat Feb 21 23:00:00 UTC 2026,-2.97172270165112E-4
Sun Feb 22 00:00:00 UTC 2026,-2.97172270165112E-4
Sun Feb 22 01:00:00 UTC 2026,-2.97172270165112E-4
Sun Feb 22 02:00:00 UTC 2026,-2.97172270165112E-4
Sun Feb 22 03:00:00 UTC 2026,-2.97172270165112E-4
Sun Feb 22 04:00:00 UTC 2026,-2.97172270165112E-4
Sun Feb 22 05:00:00 UTC 2026,-2.97172270165112E-4
Sun Feb 22 06:00:00 UTC 2026,-2.97172270165112E-4
Sun Feb 22 07:00:00 UTC 2026,-2.97172270165112E-4
Sun Feb 22 08:00:00 UTC 2026,-2.97172270165112E-4
Sun Feb 22 09:00:00 UTC 2026,-2.97172270165112E-4
Sun Feb 22 10:00:00 UTC 2026,-2.97172270165112E-4
Sun Feb 22 11:00:00 UTC 2026,-2.97172270165112E-4
Sun Feb 22 12:00:00 UTC 2026,-2.97172270165112E-4
Sun Feb 22 13:00:00 UTC 2026,-2.97172270165112E-4
Sun Feb 22 14:00:00 UTC 2026,-2.97172270165112E-4
Sun Feb 22 15:00:00 UTC 2026,-2.97172270165112E-4
Sun Feb 22 16:00:00 UTC 2026,-2.97172270165112E-4
Sun Feb 22 17:00:00 UTC 2026,-2.97172270165112E-4
Sun Feb 22 18:00:00 UTC 2026,-2.97172270165112E-4
Sun Feb 22 19:00:00 UTC 2026,-2.97172270165112E-4
Sun Feb 22 20:00:00 UTC 2026,-2.97172270165112E-4
Sun Feb 22 21:00:00 UTC 2026,-2.9778146356063253E-4
Sun Feb 22 22:00:00 UTC 2026,-2.972932358956452E-4
Sun Feb 22 23:00:00 UTC 2026,-2.967694667531302E-4
Mon Feb 23 00:00:00 UTC 2026,-2.9671521923479825E-4
Mon Feb 23 01:00:00 UTC 2026,-2.9669339552052676E-4
Mon Feb 23 02:00:00 UTC 2026,-2.965830298797825E-4
Mon Feb 23 03:00:00 UTC 2026,-2.9689355015713074E-4
Mon Feb 23 04:00:00 UTC 2026,-2.966273008430189E-4
Mon Feb 23 05:00:00 UTC 2026,-2.965375118471592E-4
Mon Feb 23 06:00:00 UTC 2026,-2.9662044196139076E-4
Mon Feb 23 07:00:00 UTC 2026,-2.965587120267372E-4
Mon Feb 23 08:00:00 UTC 2026,-2.9650259390432484E-4
Mon Feb 23 09:00:00 UTC 2026,-2.965711827206066E-4
Mon Feb 23 10:00:00 UTC 2026,-2.966846660348182E-4
Mon Feb 23 11:00:00 UTC 2026,-2.9648762907168153E-4
Mon Feb 23 12:00:00 UTC 2026,-2.965792886716217E-4
Mon Feb 23 13:00:00 UTC 2026,-2.966391480021949E-4
Mon Feb 23 14:00:00 UTC 2026,-2.964252756023345E-4
Mon Feb 23 15:00:00 UTC 2026,-2.963348630717813E-4
Mon Feb 23 16:00:00 UTC 2026,-2.9639721654112835E-4
Mon Feb 23 17:00:00 UTC 2026,-2.9658677108794333E-4
Mon Feb 23 18:00:00 UTC 2026,-2.967912904674016E-4
Mon Feb 23 19:00:00 UTC 2026,-2.9672083104703944E-4
Mon Feb 23 20:00:00 UTC 2026,-2.97005162867262E-4
Mon Feb 23 21:00:00 UTC 2026,-2.9763742704644086E-4
Mon Feb 23 22:00:00 UTC 2026,-2.970375866713224E-4
Mon Feb 23 23:00:00 UTC 2026,-2.9674577243477826E-4
Tue Feb 24 00:00:00 UTC 2026,-2.967937846061755E-4
Tue Feb 24 01:00:00 UTC 2026,-2.9669339552052676E-4
Tue Feb 24 02:00:00 UTC 2026,-2.964845113982142E-4
Tue Feb 24 03:00:00 UTC 2026,-2.963398513493291E-4
Tue Feb 24 04:00:00 UTC 2026,-2.9634858083503766E-4
Tue Feb 24 05:00:00 UTC 2026,-2.964421110390582E-4
Tue Feb 24 06:00:00 UTC 2026,-2.9660610066344095E-4
Tue Feb 24 07:00:00 UTC 2026,-2.9655621788796327E-4
Tue Feb 24 08:00:00 UTC 2026,-2.9675200778171294E-4
Tue Feb 24 09:00:00 UTC 2026,-2.966678305980945E-4
Tue Feb 24 10:00:00 UTC 2026,-2.968318202224772E-4
Tue Feb 24 11:00:00 UTC 2026,-2.9687983239387437E-4
Tue Feb 24 12:00:00 UTC 2026,-2.968075023694318E-4
Tue Feb 24 13:00:00 UTC 2026,-2.9689167955305036E-4
Tue Feb 24 14:00:00 UTC 2026,-2.9675325485109994E-4
Tue Feb 24 15:00:00 UTC 2026,-2.967644784755824E-4
Tue Feb 24 16:00:00 UTC 2026,-2.9679503167556243E-4
Tue Feb 24 17:00:00 UTC 2026,-2.969527859530104E-4
Tue Feb 24 18:00:00 UTC 2026,-2.9692909163465855E-4
Tue Feb 24 19:00:00 UTC 2026,-2.970606574549808E-4
Tue Feb 24 20:00:00 UTC 2026,-2.970606574549808E-4
Tue Feb 24 21:00:00 UTC 2026,-2.9787561729934653E-4
Tue Feb 24 22:00:00 UTC 2026,-2.976299446301192E-4
Tue Feb 24 23:00:00 UTC 2026,-2.9706689280191553E-4
Wed Feb 25 00:00:00 UTC 2026,-2.9735621289968576E-4
Wed Feb 25 01:00:00 UTC 2026,-2.9721591759365496E-4
Wed Feb 25 02:00:00 UTC 2026,-2.9695715069586473E-4
Wed Feb 25 03:00:00 UTC 2026,-2.9717538783857934E-4
Wed Feb 25 04:00:00 UTC 2026,-2.968243378061555E-4
Wed Feb 25 05:00:00 UTC 2026,-2.9714358756921234E-4
Wed Feb 25 06:00:00 UTC 2026,-2.971485758467601E-4
Wed Feb 25 07:00:00 UTC 2026,-2.968536439367486E-4
Wed Feb 25 08:00:00 UTC 2026,-2.9703135132438767E-4
Wed Feb 25 09:00:00 UTC 2026,-2.967744550306779E-4
Wed Feb 25 10:00:00 UTC 2026,-2.9706564573252854E-4
Wed Feb 25 11:00:00 UTC 2026,-2.970893400508804E-4
Wed Feb 25 12:00:00 UTC 2026,-2.9694343293260836E-4
Wed Feb 25 13:00:00 UTC 2026,-2.9686237342245724E-4
Wed Feb 25 14:00:00 UTC 2026,-2.9687484411632667E-4
Wed Feb 25 15:00:00 UTC 2026,-2.9678817279393425E-4
Wed Feb 25 16:00:00 UTC 2026,-2.969072679203871E-4
Wed Feb 25 17:00:00 UTC 2026,-2.9702823365092035E-4
Wed Feb 25 18:00:00 UTC 2026,-2.9697710380605574E-4
Wed Feb 25 19:00:00 UTC 2026,-2.967326782062154E-4
Wed Feb 25 20:00:00 UTC 2026,-2.971130343692323E-4
Wed Feb 25 21:00:00 UTC 2026,-2.97803287274904E-4
Wed Feb 25 22:00:00 UTC 2026,-2.973886367037462E-4
Wed Feb 25 23:00:00 UTC 2026,-2.969110091285479E-4
Thu Feb 26 00:00:00 UTC 2026,-2.9690789145508055E-4
Thu Feb 26 01:00:00 UTC 2026,-2.970930812590412E-4
Thu Feb 26 02:00:00 UTC 2026,-2.970188806305183E-4
Thu Feb 26 03:00:00 UTC 2026,-2.970606574549808E-4
Thu Feb 26 04:00:00 UTC 2026,-2.969247268918043E-4
Thu Feb 26 05:00:00 UTC 2026,-2.9686611463061805E-4
Thu Feb 26 06:00:00 UTC 2026,-2.9700017458971417E-4
Thu Feb 26 07:00:00 UTC 2026,-2.9651132339003346E-4
Thu Feb 26 08:00:00 UTC 2026,-2.970307277896942E-4
Thu Feb 26 09:00:00 UTC 2026,-2.96771960891904E-4
Thu Feb 26 10:00:00 UTC 2026,-2.9668528956951163E-4
Thu Feb 26 11:00:00 UTC 2026,-2.967233251858133E-4
Thu Feb 26 12:00:00 UTC 2026,-2.967894198633212E-4
Thu Feb 26 13:00:00 UTC 2026,-2.9700079812440766E-4
Thu Feb 26 14:00:00 UTC 2026,-2.968985384346785E-4
Thu Feb 26 15:00:00 UTC 2026,-2.969702449244276E-4
Thu Feb 26 16:00:00 UTC 2026,-2.9684740858981393E-4
Thu Feb 26 17:00:00 UTC 2026,-2.967239487205068E-4
Thu Feb 26 18:00:00 UTC 2026,-2.969440564673018E-4
Thu Feb 26 19:00:00 UTC 2026,-2.9693719758567367E-4
Thu Feb 26 20:00:00 UTC 2026,-2.971523170549209E-4
Thu Feb 26 21:00:00 UTC 2026,-2.973848954955854E-4
Thu Feb 26 22:00:00 UTC 2026,-2.9714732877737316E-4
Thu Feb 26 23:00:00 UTC 2026,-2.966235596348581E-4
Fri Feb 27 00:00:00 UTC 2026,-2.9664787748790345E-4
Fri Feb 27 01:00:00 UTC 2026,-2.9670648974908963E-4
Fri Feb 27 02:00:00 UTC 2026,-2.9637975756971116E-4
Fri Feb 27 03:00:00 UTC 2026,-2.96142190851499E-4
Fri Feb 27 04:00:00 UTC 2026,-2.960779667780715E-4
Fri Feb 27 05:00:00 UTC 2026,-2.9615528508006187E-4
Fri Feb 27 06:00:00 UTC 2026,-2.962014266473787E-4
Fri Feb 27 07:00:00 UTC 2026,-2.963498279044246E-4
Fri Feb 27 08:00:00 UTC 2026,-2.963373572105552E-4
Fri Feb 27 09:00:00 UTC 2026,-2.9644959345537984E-4
Fri Feb 27 10:00:00 UTC 2026,-2.9645645233700803E-4
Fri Feb 27 11:00:00 UTC 2026,-2.964283932758019E-4
Fri Feb 27 12:00:00 UTC 2026,-2.96477652516586E-4
Fri Feb 27 13:00:00 UTC 2026,-2.9663291265526014E-4
